地名ID	地名	说明	隶属郡	地名类型	地名渊源	渊源类型	首现文献	设置时间	取消时间	辖县	隶属刺史
1606	油口										
1607	杜曲										
1608	木刺夷										
1609	朵甘思										
1610	令支										
1611	西縣										
1612	西吳										
1613	安陸										
1614	北徐、南徐										
1615	龍城										
1616	松山										
1617	太原										
1618	五嶽										
1619	瓜州										
1620	齊州										
1621	京畿										
1622	安慶										
1623	興安										
1624	鄴										
1625	宛陵										
1626	白龍堆										
1627	舊柔佛										
1628	烏江										
1629	昆吾										
1630	許										
1631	鄭										
1632	衛國										
1633	且末										
1634	條支										
1635	龜茲										
1636	於闐										
1637	米國										
1638	大宛										
1639	石國										
1640	史國										
1641	安國										
1642	安息										
1643	興慶										
1644	玉壁城										
1645	延州										
1646	同州										
1647	會州										
1648	華州										
1649	利州										
1650	岷州										
1651	同穀										
1652	臨潢										
1653	沙羨										
1654	昆明池										
1655	陰平										
1656	汶山										
1657	齊郡										
1658	甾川										
1659	柳城										
1660	臨涇										
1661	金堤										
1662	衛藏										
1663	大庾嶺										
1664	秀州										
1665	仁和										
1666	五丈河										
1667	鄴都										
1668	大名府										
1669	全州										
1670	邗溝										
1671	夫椒										
1672	天竺										
1673	天方										
1674	永嘉										
1675	岐州										
1676	仇池										
1677	右扶風										
1678	樹敦城										
1679	青唐										
1680	河西務										
1681	階州										
1682	媯州										
1683	池州										
1684	安化										
1685	松州										
1686	孟州										
1687	荊南										
1688	東川										
1689	昭義										
1690	玄武門										
1691	毗沙										
1692	河陰										
1693	雲中都護府										
1694	沅州										
1695	堅昆										
1696	會川										
1697	韋曲										
1698	思恩										
1699	關內										
1700	范陽										
1701	忽汗州										
1702	松漠										
1703	勃利州										
1704	嚴州										
1705	昆陵都護府										
1706	泌陽										
1707	昭陵										
1708	青蓮鄉										
1709	台州										
1710	拔達嶺										
1711	上元										
1712	南寧										
1713	岐溝關										
1714	祁州										
1715	茂州										
1716	昆明										
1717	汀州										
1718	奉先										
1719	平盧										
1720	三受降城										
1721	江南西道										
1722	金微										
1723	伊邏盧城										
1724	單于都護府										
1725	開州										
1726	柳州										
1727	忠州										
1728	伏羌										
1729	分州										
1730	鳳翔										
1731	北庭										
1732	邵州										
1733	江南東道										
1734	大食										
1735	安西四鎮										
1736	羊腸阪										
1737	雞籠										
1738	釣魚島										
1739	滬尾										
1740	赤嵌										
1741	臨川										
1742	始安										
1743	臨海										
1744	始興										
1745	烏林										
1746	回洛倉										
1747	趙城										
1748	邢州										
1749	廬州										
1750	河源										
1751	鄧州										
1752	處州										
1753	宋州										
1754	永州										
1755	伊州										
1756	大興城										
1757	忻州										
1758	郢州										
1759	平陽										
1760	壽州										
1761	拂林										
1762	江西										
1763	天津橋										
1764	蘇州										
1765	連州										
1766	汝州										
1767	辰州										
1768	澤州										
1769	鄭州										
1770	金閶										
1771	吳門										
1772	姑蘇										
1773	太平										
1774	興化										
1775	江南東路										
1776	永興軍										
1777	山后										
1778	三關										
1779	南劍										
1780	京東										
1781	永樂										
1782	保安										
1783	鞏昌										
1784	泓										
1785	範公堤										
1786	荊湖										
1787	京西										
1788	山前										
1789	江南西路										
1790	臨安										
1791	平江府										
1792	環慶										
1793	紹興										
1794	保德										
1795	峽路										
1796	八閩										
1797	杞										
1798	師子國										
1799	遝中										
1800	狽水										
1801	沙州										
1802	平涼										
1803	蘭亭										
1804	孤竹										
1805	沙苑										
1806	山右										
1807	大沫崮										
1808	山左										
1809	吳興										
1810	廣州										
1811	汝陰										
1812	司州										
1813	孔廟、孔林										
1814	承德										
1815	打箭爐										
1816	阿勒楚喀										
1817	宜昌										
1818	荊溪										
1819	陽湖										
1820	昭文										
1821	元和										
1822	金匱										
1823	興京										
1824	阿勒泰烏梁海										
1825	阿勒泰諾爾烏梁海										
1826	東陵										
1827	柳條邊										
1828	瀋陽故宮										
1829	甯古塔										
1830	安平										
1831	阿勒泰										
1832	興義										
1833	南運河										
1834	兩江										
1835	江南										
1836	圖伯特										
1837	大呂宋國										
1838	柏海										
1839	陽武										
1840	句章										
1841	臨邛										
1842	外黃										
1843	房陵										
1844	南海										
1845	隴西										
1846	狄道										
1847	東郡										
1848	陳留										
1849	陽城										
1850	江乘										
1851	長沙										
1852	杭州										
1853	南郡										
1854	鐘離										
1855	巴郡										
1856	廣陵										
1857	咸陽										
1858	武關										
1859	陽夏										
1860	直道										
1861	五尺道										
1862	安陽										
1863	九原										
1864	三川										
1865	會稽										
1866	陽山										
1867	雲州										
1868	雲中										
1869	雲陽										
1870	柘縣										
1871	山東										
1872	馬邑										
1873	櫟陽										
1874	東海郡										
1875	北假										
1876	北地										
1877	白馬										
1878	回中										
1879	陳郡										
1880	陳倉										
1881	長平										
1882	貴鄉										
1883	河州										
1884	遼陽										
1885	沈州										
1886	西樓										
1887	皇都										
1888	臨晉關										
1889	金源										
1890	交趾										
1891	沔州										
1892	仙人關										
1893	順慶										
1894	重慶										
1895	寶慶										
1896	南徐										
1897	南蘭陵										
1898	南兗										
1899	光州										
1900	邛州										
1901	武州										
1902	安豐										
1903	義陽三關										
1904	奴兒幹										
1905	隴川										
1906	建州衛										
1907	天津										
1908	杏山										
1909	孟密										
1910	思南										
1911	大西洋國										
1912	四大鎮										
1913	永順										
1914	固原										
1915	寧遠										
1916	臺灣										
1917	貴陽										
1918	延綏										
1919	永寧寺碑										
1920	順天										
1921	寧波										
1922	廣信										
1923	廣寧										
1924	大寧衛										
1925	鄖陽										
1926	佛郎機										
1927	昭莫多										
1928	汗八裡										
1929	朱雀航										
1930	咸平										
1931	甯江州										
1932	顯州										
1933	析津										
1934	貴德										
1935	雙島										
1936	五國城										
1937	夾穀										
1938	昌平										
1939	科布多										
1940	汴梁										
1941	夷門										
1942	岱、岱宗、岱嶽										
1943	嶺外、嶺表										
1944	亦縣										
1945	烏程										
1946	歸安										
1947	中吳										
1948	白下										
1949	白門										
1950	雲間										
1951	烏裡雅蘇台										
1952	昌南鎮										
1953	汲郡										
1954	岳陽										
1955	寧州										
1956	城濮										
1957	金穀										
1958	南康										
1959	壽昌										
1960	邵陵										
1961	直沽										
1962	慶原										
1963	歸德										
1964	胡裡改										
1965	硐州										
1966	滎澤										
1967	山陰										
1968	昱嶺										
1969	關索嶺										
1970	下港										
1971	芙蓉湖										
1972	吳頭楚尾										
1973	大泥										
1974	巫縣										
1975	瀘州										
1976	青城										
1977	魚複										
1978	壽春										
1979	青龍鎮										
1980	上海										
1981	少梁										
1982	武州塞										
1983	廣固城										
1984	奄										
1985	昌邑										
1986	豆子航										
1987	赤嶺										
1988	孟津										
1989	安市										
1990	陽羨										
1991	大儀鎮										
1992	松陵										
1993	延津										
1994	京										
1995	昆陽										
1996	弋陽										
1997	阪泉										
1998	巨鹿										
1999	松亭關										
2000	沙丘										
2001	南籠										
2002	廣西										
2003	欽州										
2004	廣東										
2005	甘州										
2006	臨洮										
2007	金城										
2008	肅州										
2009	建安										
2010	木骨都束國										
2011	大澤鄉										
2012	八公山										
2013	曆陽										
2014	下蔡										
2015	瓜步										
2016	長城										
2017	伊闕										
2018	河外										
2019	東都										
2020	金川										
2021	伊吾盧										
2022	芙蓉城										
2023	羊苴咩城										
2024	邾										
2025	太行八陘										
2026	占城										
2027	林邑										
2028	臨渝關										
2029	峴山										
2030	大夏										
2031	三佛齊										
2032	佛逝國										
2033	金牛道										
2034	春申江										
2035	泗口										
2036	昭君墓										
2037	陸口										
2038	採石磯										
2039	牛頭山										
2040	北邙										
2041	怯綠連河										
2042	和林										
2043	昆侖山										
2044	曳至河										
2045	好水川										
2046	佛堂山										
2047	余吾水										
2048	郁督軍山										
2049	京口										
2050	劉家港										
2051	圖們泊										
2052	巴陵										
2053	陽翟										
2054	苑川										
2055	姑臧										
2056	延平										
2057	金微山										
2058	華亭										
2059	邰陽										
2060	關右										
2061	陳倉道										
2062	皮島										
2063	巨野澤										
2064	永樂宮										
2065	伯力										
2066	青草湖										
2067	阿力麻裡										
2068	歸綏										
2069	江東六十四屯										
2070	相國寺										
2071	明聖湖										
2072	朱提										
2073	武陵										
2074	廬陵										
2075	臨汾										
2076	蒼梧										
2077	陽關										
2078	玉門關										
2079	趙郡										
2080	南山										
2081	未央宮										
2082	長安										
2083	金滿										
2084	左馮翊										
2085	河間										
2086	東平										
2087	東莞										
2088	京兆										
2089	陽平關										
2090	尋陽										
2091	西城										
2092	武都										
2093	合浦										
2094	沈黎										
2095	交州										
2096	受降城										
2097	涇惠渠										
2098	茂陵										
2099	五原										
2100	令居										
2101	天水										
2102	河西										
2103	身毒										
2104	汝南										
2105	平原										
2106	小沛										
2107	上庸										
2108	宕渠										
2109	平州										
2110	廬江										
2111	漢皋										
2112	日南										
2113	江夏										
2114	華容										
2115	弘農										
2116	河陽										
2117	沛郡										
2118	定襄										
2119	當塗										
2120	城阻										
2121	居延海										
2122	辰陽										
2123	勃海郡										
2124	柏人										
2125	五羊城										
2126	穀城										
2127	江表										
2128	萬里長沙										
2129	隴右										
2130	雲夢澤										
2131	巴										
2132	烏孫										
2133	滎陽										
2134	王舍城										
2135	那爛陀										
2136	河內										
2137	夜郎										
2138	厭次										
2139	義興										
2140	元城										
2141	下相										
2142	萬年										
2143	由拳										
2144	勃律										
2145	大樑										
2146	孟渚										
2147	抱罕										
2148	上穀										
2149	上郡										
2150	上黨										
2151	揚子										
2152	鄧										
2153	蘇祿										
2154	鄒										
2155	卑沙										
2156	北平										
2157	西河										
2158	南越										
2159	河橋										
2160	貳師城										
2161	荊										
2162	廣武										
2163	城父										
2164	安邑										
2165	郢										
2166	張掖										
2167	郁林										
2168	開封										
2169	太和										
2170	山陽瀆										
2171	吳郡										
2172	武威										
2173	侯官										
2174	扶餘										
2175	肥水										
2176	小金川										
2177	春明										
2178	姑孰										
2179	西鄂										
2180	永昌										
2181	釣台										
2182	夷洲										
2183	巴東										
2184	白馬寺										
2185	白帝城										
2186	青羊宮										
2187	貴霜王國										
2188	大金川										
2189	汴水										
2190	臨湘										
2191	米倉道										
2192	子午道										
2193	郟										
2194	城潁										
2195	長洲苑										
2196	延陵										
2197	毗陵										
2198	鄖										
2199	昭關										
2200	陸渾										
2201	長勺										
2202	武城										
2203	曲沃										
2204	苦縣										
2205	州來										
2206	制										
2207	苧羅山										
2208	鳴條										
2209	佛陀加雅										
2210	岳陽樓										
2211	鬱洲										
2212	方城										
2213	夷陵										
2214	曲阿										
2215	金陵										
2216	柏舉										
2217	關中										
2218	別失八裡										
2219	伏俟城										
2220	金墉城										
2221	扶風										
2222	許昌										
2223	平虜渠										
2224	林慮山										
2225	嶽州										
2226	衛輝路(府)										
2227	邳州										
2228	許州										
2229	貝州										
2230	陳州										
2231	汴州										
2232	沂州										
2233	文州										
2234	峽州										
2235	陝州										
2236	滄州										
2237	汾州										
2238	懷州										
2239	靈州										
2240	武川										
2241	沃野										
2242	撫冥										
2243	懷朔										
2244	懷荒										
2245	定州										
2246	相州										
2247	關南										
2248	應天										
2249	幽薊十六州										
2250	趙州										
2251	媽港										
2252	安穀城										
2253	安條克										
2254	出河店										
2255	江寧										
2256	興元										
2257	成德										
2258	分寧										
2259	明州										
2260	安南都護府										
2261	安北都護府										
2262	安東都護府										
2263	安西都護府										
2264	建業										
2265	中山										
2266	嶺南										
2267	河東										
2268	大勝關										
2269	安西										
2270	興州										
2271	金州										
2272	柘林										
2273	泉州										
2274	沔陽										
2275	建州										
2276	北京										
2277	河北										
2278	西安										
2279	南京										
2280	涇原										
2281	河中										
2282	西川										
2283	奉天										
2284	吉州										
2285	慶州										
2286	信安。										
2287	撫州										
2288	北海										
2289	建昌										
2290	建寧										
2291	碭山										
2292	青溪										
2293	信都										
2294	江州										
2295	信州										
2296	合州										
2297	宜州										
2298	承天										
2299	香山										
2300	中京										
2301	遼州										
2302	吳州										
2303	中都										
2304	武定										
2305	臨江										
2306	岐山										
2307	永安										
2308	昌國										
2309	亦壁										
2310	九江										
2311	山陽										
2312	武昌										
2313	板橋										
2314	七星關										
2315	申										
2316	吳山										
2317	武林										
2318	青山										
2319	金山										
2320	龍門										
2321	河南										
2322	安定										
2323	西京										
2324	關東										
2325	南安										
2326	西州										
2327	下邳										
2328	盧龍										
2329	泗水										
2330	丹陽										
2331	三戶										
2332	漢陽										
2333	南都										
2334	東京										
2335	南陽										
2336	白溝										
2337	上京										
2338	複州										
2339	金水河										
2340	川邊										
2341	伊犁九城										
2342	興和										
2343	松江										
2344	慶元										
2345	虎思斡耳朵										
2346	西寧										
2347	宛平										
2348	安肅軍										
2349	四川										
2350	幽州										
2351	並州										
2352	青州										
2353	揚州										
2354	兗州										
2355	荊州										
2356	太和嶺										
2357	買賣城										
2358	中牟										
2359	臨茁										
2360	若邪										
2361	烏思藏										
2362	月氏										
2363	滬瀆										
2364	怛羅斯										
2365	鄆州										
2366	易州										
2367	宛縣										
2368	泗州										
2369	陝西三邊										
2370	孟養										
2371	金華										
2372	建康										
2373	迦師城										
2374	和州										
2375	和龍										
2376	參合陂										
